,song_id,name_song,artist_id,name_artist,listOfNames2_artists,listOfNames_songs2,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
11811,11812,Studio 54,4919,Ch!pz,['Ch!pz'],['Studio 54'],[None],,,,[None],,
9192,9192,Every Kinda People,3641,Chaka Demus & Pliers,"['Chaka Demus & Pliers', 'Chaka Demus ', ' Pliers']",['Every Kinda People'],[None],,,,[None],,
4342,4342,Sjooh Sjooh Sugar,1536,Champagne,['Champagne'],['Sjooh Sjooh Sugar'],[None],,,,[None],,
7681,7681,Rave The Rhythm,3408,Channel X,['Channel X'],['Rave The Rhythm'],[None],,,,[None],,
9527,9527,Next 2 Me,3804,Charly Lownoise & Mental Theo,"['Charly Lownoise & Mental Theo', 'Charly Lownoise ', ' Mental Theo', 'Charly Lownoise & M', 'tal Theo']",['Next 2 Me'],[None],,,,[None],,
11975,11976,Wonderful days 2.08 - The Remixes,3804,Charly Lownoise & Mental Theo,"['Charly Lownoise & Mental Theo', 'Charly Lownoise ', ' Mental Theo', 'Charly Lownoise & M', 'tal Theo']","['Wonderful days 2.08 - The Remixes', 'Wonderful days 2.08 ']",[None],,,,[None],,
8751,8751,"Alice, Ik Geef Geen X Om Alice (Living Next Door To Alice)",3851,Cheers,['Cheers'],"['Alice, Ik Geef Geen X Om Alice (Living Next Door To Alice)', 'Alice, Ik Geef Geen X Om Alice ', 'Living Next Door To Alice', 'Alice, Ik Geef Geen X Om Alice Living Next Door To Alice']",[None],,,,[None],,
2461,2461,Silverboy,1181,Cherrie Van Gelder-Smith,"['Cherrie Van Gelder-Smith', 'Cherrie Van Gelder', 'Smith']",['Silverboy'],[None],,,,[None],,
5090,5090,Vang Me,2298,Cherry,['Cherry'],['Vang Me'],[None],,,,[None],,
7590,7590,I Dreamed A Dream - Theme From Les Misérables,3368,Chess,['Chess'],"['I Dreamed A Dream - Theme From Les Misérables', 'I Dreamed A Dream ']",[None],,,,[None],,
4308,4308,You Name It... I'll Do It,1992,Chips,['Chips'],"[""You Name It... I'll Do It""]",[None],,,,[None],,
2022,2022,Loco Por Ti (Crazy For You),225,Chris Montez,['Chris Montez'],"['Loco Por Ti (Crazy For You)', 'Loco Por Ti ', 'Crazy For You', 'Loco Por Ti Crazy For You']",[None],,,,[None],,
9269,9269,'Disco' La Passione,4090,Chris Rea/Shirley Bassey,"['Chris Rea', 'Shirley Bassey']","[""'Disco' La Passione""]",[None],,,,[None],,
91,91,Stoppin' In Las Vegas,67,Chubby Checker with ZZ & The Masks,"['Chubby Checker with ZZ & The Masks', 'Chubby Checker ', ' ZZ & The Masks', 'Chubby Checker with ZZ ', ' The Masks']","[""Stoppin' In Las Vegas""]",[None],,,,[None],,
2425,2425,Freitagabend,1121,Cindy & Bert,"['Cindy & Bert', 'Cindy ', ' Bert']",['Freitagabend'],[None],,,,[None],,
2629,2629,Beer Or Sangria,1251,Circus,['Circus'],['Beer Or Sangria'],[None],,,,[None],,
1436,1436,De Meiden Van De Kermis,735,Ciska Peters,['Ciska Peters'],['De Meiden Van De Kermis'],[None],,,,[None],,
2277,2277,Zo Zal Deze Zomer Zijn,735,Ciska Peters,['Ciska Peters'],['Zo Zal Deze Zomer Zijn'],[None],,,,[None],,
2582,2582,España Mañana,735,Ciska Peters,['Ciska Peters'],['España Mañana'],[None],,,,[None],,
2824,2824,Dans Naar De Zon,735,Ciska Peters,['Ciska Peters'],['Dans Naar De Zon'],[None],,,,[None],,
4660,4660,Zeeman,735,Ciska Peters,['Ciska Peters'],['Zeeman'],[None],,,,[None],,
5283,5283,Kom In Mijn Armen,2383,Ciska Peters & Aristakes,"['Ciska Peters & Aristakes', 'Ciska Peters ', ' Aristakes']",['Kom In Mijn Armen'],[None],,,,[None],,
1939,1939,Geef Me Je Hand,983,Ciska Peters met Koor Pro Musica o.l.v. Lex Karsemeyer,"['Ciska Peters met Koor Pro Musica o.l.v. Lex Karsemeyer', 'Ciska Peters met Koor Pro Musica o.l.v. Le', ' Karsemeyer']",['Geef Me Je Hand'],[None],,,,[None],,
2893,2893,My Song Is Like A Lovesong,1267,Classics,['Classics'],['My Song Is Like A Lovesong'],[None],,,,[None],,
147,147,J'ai Pleuré,97,Claudia Sylva,['Claudia Sylva'],"[""J'ai Pleuré""]",[None],,,,[None],,
3367,3367,Hey Mr. Dreammaker,7,Cliff Richard,['Cliff Richard'],['Hey Mr. Dreammaker'],[None],,,,[None],,
6984,6984,Be There,3110,Clive Griffin,['Clive Griffin'],['Be There'],[None],,,,[None],,
1472,1472,Don't Spoil My Day,587,Clover Leaf,['Clover Leaf'],"[""Don't Spoil My Day""]",[None],,,,[None],,
1640,1640,Oh What A Day,587,Clover Leaf,['Clover Leaf'],['Oh What A Day'],[None],,,,[None],,
1778,1778,Tell The World,587,Clover Leaf,['Clover Leaf'],['Tell The World'],[None],,,,[None],,
5272,5272,Do It Again Medley With Billie Jean,2376,Club House,['Club House'],['Do It Again Medley With Billie Jean'],[None],,,,[None],,
1833,1833,Mira,938,Cock Van Der Palm,['Cock Van Der Palm'],['Mira'],[None],,,,[None],,
2029,2029,De Laatse Tango,938,Cock Van Der Palm,['Cock Van Der Palm'],['De Laatse Tango'],[None],,,,[None],,
2419,2419,Waar Ging Je Heen?,938,Cock Van Der Palm,['Cock Van Der Palm'],['Waar Ging Je Heen?'],[None],,,,[None],,
8224,8224,Feyenoord Is Onze Kampioen,938,Cock Van Der Palm,['Cock Van Der Palm'],['Feyenoord Is Onze Kampioen'],[None],,,,[None],,
9177,9177,Kom Van Dat Gras Af,938,Cock Van Der Palm,['Cock Van Der Palm'],['Kom Van Dat Gras Af'],[None],,,,[None],,
7673,7673,7 Ways To Love,3404,Cola Boy,['Cola Boy'],['7 Ways To Love'],[None],,,,[None],,
1008,1008,Ik Weet Dat Jij Niet Nee Kan Zeggen,494,Confetti Combo,['Confetti Combo'],['Ik Weet Dat Jij Niet Nee Kan Zeggen'],[None],,,,[None],,
1119,1119,Hippe Mamma Hé,494,Confetti Combo,['Confetti Combo'],['Hippe Mamma Hé'],[None],,,,[None],,
7068,7068,C.Day,3056,Confetti's,"[""Confetti's""]",['C.Day'],[None],,,,[None],,
301,301,Ik Ben Gelukkig Zonder Jou,177,Conny Van Den Bos,"['Conny Van Den Bos', 'Conny Van D', ' Bos']",['Ik Ben Gelukkig Zonder Jou'],[None],,,,[None],,
11944,11945,De Speelgoeddief,5210,Coole Piet,['Coole Piet'],['De Speelgoeddief'],[None],,,,[None],,
1740,1740,Wild Time,895,Corporation,['Corporation'],['Wild Time'],[None],,,,[None],,
3078,3078,Me Soezafoon,1427,Corrie Van Gorp,['Corrie Van Gorp'],['Me Soezafoon'],[None],,,,[None],,
3655,3655,"Jodela Hiti, Jodela Hita",1427,Corrie Van Gorp,['Corrie Van Gorp'],"['Jodela Hiti, Jodela Hita']",[None],,,,[None],,
4223,4223,Alie Van De Wegenwacht,1427,Corrie Van Gorp,['Corrie Van Gorp'],['Alie Van De Wegenwacht'],[None],,,,[None],,
4514,4514,Ik Ben Tamboer,1427,Corrie Van Gorp,['Corrie Van Gorp'],['Ik Ben Tamboer'],[None],,,,[None],,
3358,3358,Zo Slank Zijn Als Je Dochter,1548,Corry Van Gorp,['Corry Van Gorp'],['Zo Slank Zijn Als Je Dochter'],[None],,,,[None],,
4224,4224,Het Grote Sprookjeslied,1947,"Corry & Bonnie St. Claire, Sandy, Alexander Curly & Willem Duyn & Nico Haak","['Corry & Bonnie St. Claire, Sandy, Alexander Curly & Willem Duyn & Nico Haak', 'Corry & Bonnie St. Claire', ' Sandy', 'Corry & Bonnie St. Claire, Sandy, Ale', 'ander Curly & Willem Duyn & Nico Haak', 'Corry ', ' Bonnie St. Claire, Sandy, Alexander Curly ', 'Corry & Bonnie St. Claire, S', 'y, Alex']",['Het Grote Sprookjeslied'],[None],,,,[None],,
4161,4161,Wiggle And A Giggle All Night,1920,Cory Daye,['Cory Daye'],['Wiggle And A Giggle All Night'],[None],,,,[None],,
3107,3107,I Go To Pieces,1440,Cotton& Lloyd & Christian,"['Cotton& Lloyd & Christian', 'Cotton', ' Lloyd ']",['I Go To Pieces'],[None],,,,[None],,
88,88,Het Spel Kaarten,64,Cowboy Gerard,['Cowboy Gerard'],['Het Spel Kaarten'],[None],,,,[None],,
284,284,Giddy Up Go,64,Cowboy Gerard,['Cowboy Gerard'],['Giddy Up Go'],[None],,,,[None],,
2105,2105,I Put A Spell On You [Maxi Single],512,Creedence Clearwater Revival,"['Creedence Clearwater Revival', 'Creed', 'ce Clearwater Revival']",['I Put A Spell On You [Maxi Single]'],[None],,,,[None],,
1471,1471,No Place For Our Minds,754,Crown's Clan,"[""Crown's Clan""]",['No Place For Our Minds'],[None],,,,[None],,
1680,1680,Back Street,865,Cuby & The Blizzards,"['Cuby & The Blizzards', 'Cuby ', ' The Blizzards']",['Back Street'],[None],,,,[None],,
2788,2788,Norma Jean Wants To Be A Movie Star,1306,Cunningham,['Cunningham'],['Norma Jean Wants To Be A Movie Star'],[None],,,,[None],,
7127,7127,Name & No.,2816,Curiosity Killed The Cat,['Curiosity Killed The Cat'],['Name & No.'],[None],,,,[None],,
1973,1973,Rings,996,Cymarron,['Cymarron'],['Rings'],[None],,,,[None],,
7225,7225,Put Your Hands Together,3208,D Mob,['D Mob'],['Put Your Hands Together'],[None],,,,[None],,
5116,5116,"ExtendeDanc""EP""lay : Twisting By The Pool",2311,Dire Straits,['Dire Straits'],"['ExtendeDanc""EP""lay : Twisting By The Pool']",[None],,,,[None],,
1417,1417,Zijn Testament,641,D.C. Lewis,['D.C. Lewis'],['Zijn Testament'],[None],,,,[None],,
1591,1591,Eva Magdalena,641,D.C. Lewis,['D.C. Lewis'],['Eva Magdalena'],[None],,,,[None],,
8230,8230,Run Things,3630,D.J. Blackfoot featuring Shanti,"['D.J. Blackfoot featuring Shanti', 'D.J. Blackfoot ', ' Shanti']",['Run Things'],[None],,,,[None],,
10818,10819,Life Goes On,4891,DJ Alpha & Jus'me,"[""DJ Alpha & Jus'me"", 'DJ Alpha ', "" Jus'me""]",['Life Goes On'],[None],,,,[None],,
11363,11364,En Nu Ga Je Dansen Klootzak - The Official 'Dirty Dutch Tour' Theme Song,5156,DJ Chuckie,['DJ Chuckie'],"[""En Nu Ga Je Dansen Klootzak - The Official 'Dirty Dutch Tour' Theme Song"", 'En Nu Ga Je Dansen Klootzak ']",[None],,,,[None],,
10906,10907,Supersounds,4347,DJ Jean,['DJ Jean'],['Supersounds'],[None],,,,[None],,
12271,12272,Play that beat,4347,DJ Jean,['DJ Jean'],['Play that beat'],[None],,,,[None],,
9550,9550,"Children (Of The Dark Night...)/ Schapie, Schapie, Schapie",4245,DJ Jonathan presents: The Scary Groover/ Hassan Jassan,"['DJ Jonathan presents: The Scary Groover', ' Hassan Jassan', 'DJ Jonathan pres', 'ts: The Scary Groover']","['Children (Of The Dark Night...)', ' Schapie, Schapie, Schapie', 'Children ', 'Of The Dark Night...', 'Children Of The Dark Night...']",[None],,,,[None],,
11755,11756,To France,5349,"DJ Mark With A K, Felix Project and Anonymous present The Highstreet Allstars","['DJ Mark With A K, Felix Project and Anonymous present The Highstreet Allstars', 'DJ Mark With A K', ' Felix Project and Anonymous present The Highstreet Allstars', 'DJ Mark With A K, Feli', ' Project and Anonymous present The Highstreet Allstars', 'DJ Mark With A K, Felix Project ', ' Anonymous present The Highstreet Allstars', 'DJ Mark With A K, Felix Project and Anonymous pres', 't The Highstreet Allstars']",['To France'],[None],,,,[None],,
10392,10393,Saturday Night Fever - Discomix,4680,DJ Monty,['DJ Monty'],"['Saturday Night Fever - Discomix', 'Saturday Night Fever ']",[None],,,,[None],,
11302,11303,Kom Tie Dan Hè!,5122,DJ Norman vs Darkraver,['DJ Norman vs Darkraver'],['Kom Tie Dan Hè!'],[None],,,,[None],,
10308,10309,Ameno,4224,DJ Quicksilver,['DJ Quicksilver'],['Ameno'],[None],,,,[None],,
9741,9741,Hijo De La Luna,4331,DJ Sammy presents: Loona & Orquesta De La Loona,"['DJ Sammy presents: Loona & Orquesta De La Loona', 'DJ Sammy presents: Loona ', ' Orquesta De La Loona', 'DJ Sammy pres', 'ts: Loona & Orquesta De La Loona']",['Hijo De La Luna'],[None],,,,[None],,
11756,11757,Mr Perfect,5350,DJ Tilo,['DJ Tilo'],['Mr Perfect'],[None],,,,[None],,
10161,10161,What You Want,4557,DMX & SisQó,"['DMX & SisQó', 'DMX ', ' SisQó']",['What You Want'],[None],,,,[None],,
10058,10058,Get Uppa!!,4501,Da Cloot,['Da Cloot'],['Get Uppa!!'],[None],,,,[None],,
1017,1017,"Muny, Muny, Muny",499,Daisy Clan,['Daisy Clan'],"['Muny, Muny, Muny']",[None],,,,[None],,
2217,2217,Botch-A-Me,1100,Daisy Dynamite,['Daisy Dynamite'],"['Botch-A-Me', 'Botch']",[None],,,,[None],,
8169,8169,Don't Talk Innocence,3598,Daluxe,"['Daluxe', 'Dalu', 'e']","[""Don't Talk Innocence""]",[None],,,,[None],,
6179,6179,Waiting To See You,1806,Dan Hartman,['Dan Hartman'],['Waiting To See You'],[None],,,,[None],,
3474,3474,I Love How You Love Me,678,Dana,['Dana'],['I Love How You Love Me'],[None],,,,[None],,
4637,4637,We'll Go Out Tonight,2132,Daniel Sahuleka,['Daniel Sahuleka'],"[""We'll Go Out Tonight""]",[None],,,,[None],,
4712,4712,Wake-Up,2132,Daniel Sahuleka,['Daniel Sahuleka'],"['Wake-Up', 'Wake']",[None],,,,[None],,
4791,4791,Ev'rybody Feel The Groove,2132,Daniel Sahuleka,['Daniel Sahuleka'],"[""Ev'rybody Feel The Groove""]",[None],,,,[None],,
4906,4906,Viva La Libertad,2132,Daniel Sahuleka,['Daniel Sahuleka'],['Viva La Libertad'],[None],,,,[None],,
5143,5143,Such Luck!,2132,Daniel Sahuleka,['Daniel Sahuleka'],['Such Luck!'],[None],,,,[None],,
4274,4274,Repper De Klep,1975,Danny Boy,['Danny Boy'],['Repper De Klep'],[None],,,,[None],,
5864,5864,Mengelmoes,2463,Danny De Munk,['Danny De Munk'],['Mengelmoes'],[None],,,,[None],,
6173,6173,Ratsmodee,2463,Danny De Munk,['Danny De Munk'],['Ratsmodee'],[None],,,,[None],,
9047,9047,"Ajax, De Godenzonen",3984,Danny Lukassen,"['Danny Lukassen', 'Danny Lukass', '']","['Ajax, De Godenzonen']",[None],,,,[None],,
11202,11203,Pump It Up! [Remix],5005,Danzel,['Danzel'],['Pump It Up! [Remix]'],[None],,,,[None],,
10825,10826,Chihuahua,4895,Dare,['Dare'],['Chihuahua'],[None],,,,[None],,
557,557,You Got What It Takes,296,Dave Clark 5,['Dave Clark 5'],['You Got What It Takes'],[None],,,,[None],,
9051,9051,Hé Lullo...,3986,Dave Da Rave & Roelof Blom,"['Dave Da Rave & Roelof Blom', 'Dave Da Rave ', ' Roelof Blom']",['Hé Lullo...'],[None],,,,[None],,
4737,4737,It's My Party !!! !!! And I'll Cry If I Want To,2167,Dave Stewart with Barbara Gaskin,"['Dave Stewart with Barbara Gaskin', 'Dave Stewart ', ' Barbara Gaskin']","[""It's My Party !!! !!! And I'll Cry If I Want To""]",[None],,,,[None],,
12514,12515,So bizarre,5704,David Deejay & Dony,"['David Deejay & Dony', 'David Deejay ', ' Dony']",['So bizarre'],[None],,,,[None],,
1392,1392,Three O'Clock Flamingo Street,706,David Mc. Williams,['David Mc. Williams'],"[""Three O'Clock Flamingo Street""]",[None],,,,[None],,
1197,1197,Can I Get There By Candlelight,350,David McWilliams,['David McWilliams'],['Can I Get There By Candlelight'],[None],,,,[None],,
6394,6394,High Society Medley,2843,David Ray,['David Ray'],['High Society Medley'],[None],,,,[None],,
509,509,You Go Your Way,277,Davy Jones,['Davy Jones'],['You Go Your Way'],[None],,,,[None],,
8963,8963,Het Moet Niet Gekker Worden (M'n Moeder Is Niet Thuis),3940,De 3 Musketiers,['De 3 Musketiers'],"[""Het Moet Niet Gekker Worden (M'n Moeder Is Niet Thuis)"", 'Het Moet Niet Gekker Worden ', ""M'n Moeder Is Niet Thuis"", ""Het Moet Niet Gekker Worden M'n Moeder Is Niet Thuis""]",[None],,,,[None],,
4479,4479,Een barg die hé un krul in de steert,2053,De Aal,['De Aal'],['Een barg die hé un krul in de steert'],[None],,,,[None],,
63,63,Melancholie,49,De Bambis / Rocco Granata / Peppino Di Capri,"['De Bambis ', ' Rocco Granata ', ' Peppino Di Capri']",['Melancholie'],[None],,,,[None],,
1410,1410,He Didn't Wanna Go Home,719,De Bintangs,['De Bintangs'],"[""He Didn't Wanna Go Home""]",[None],,,,[None],,
3938,3938,Maak Van Uw Scheet Een Donderslag!,1819,De Breedbekkikkers,['De Breedbekkikkers'],['Maak Van Uw Scheet Een Donderslag!'],[None],,,,[None],,
3096,3096,Ik Dans De Bump Met Jou,1436,De Bumpers,['De Bumpers'],['Ik Dans De Bump Met Jou'],[None],,,,[None],,
1036,1036,De Chinees Doet Veel Meer Met Vlees,511,De Butlers,['De Butlers'],['De Chinees Doet Veel Meer Met Vlees'],[None],,,,[None],,
6016,6016,"Kom Op, We Zetten Alles Op Z'n Kop!",2569,De Deurzakkers,['De Deurzakkers'],"[""Kom Op, We Zetten Alles Op Z'n Kop!""]",[None],,,,[None],,
8978,8978,Wij Vieren Feest!/ De Beste Drinkers Drinken Het,2569,De Deurzakkers,['De Deurzakkers'],"['Wij Vieren Feest!', ' De Beste Drinkers Drinken Het']",[None],,,,[None],,
909,909,Michaela,451,De Domino's,"[""De Domino's""]",['Michaela'],[None],,,,[None],,
9143,9143,Hij Maakte Me Gek (...Met Z'n Vingers),4026,De Foetsie's,"[""De Foetsie's""]","[""Hij Maakte Me Gek (...Met Z'n Vingers)"", 'Hij Maakte Me Gek ', ""...Met Z'n Vingers"", ""Hij Maakte Me Gek ...Met Z'n Vingers""]",[None],,,,[None],,
8556,8556,Costa Condôme,3765,De Groothandel & Johan,"['De Groothandel & Johan', 'De Groothandel ', ' Johan', 'De Grooth', 'el & Johan']",['Costa Condôme'],[None],,,,[None],,
3633,3633,Ik Droom Van Een Gelukkig Kerstfeest,1594,De Havenzangers,"['De Havenzangers', 'De Hav', 'zangers']",['Ik Droom Van Een Gelukkig Kerstfeest'],[None],,,,[None],,
4422,4422,De Mijnwerker,1594,De Havenzangers,"['De Havenzangers', 'De Hav', 'zangers']",['De Mijnwerker'],[None],,,,[None],,
5415,5415,Olé En Marie Doet Niet Mee,1594,De Havenzangers,"['De Havenzangers', 'De Hav', 'zangers']",['Olé En Marie Doet Niet Mee'],[None],,,,[None],,
7804,7804,Ik Sta Liever Op De Ski,1594,De Havenzangers,"['De Havenzangers', 'De Hav', 'zangers']",['Ik Sta Liever Op De Ski'],[None],,,,[None],,
10145,10145,Leven En Laten Leven,4548,De Kast & Bergville Vuka,"['De Kast & Bergville Vuka', 'De Kast ', ' Bergville Vuka']",['Leven En Laten Leven'],[None],,,,[None],,
1832,1832,Kijk Gerust Diep In Mijn Ogen,937,De Kroeg,['De Kroeg'],['Kijk Gerust Diep In Mijn Ogen'],[None],,,,[None],,
7139,7139,Eye Know,3108,De La Soul,['De La Soul'],['Eye Know'],[None],,,,[None],,
7771,7771,Keepin' The Faith,3108,De La Soul,['De La Soul'],"[""Keepin' The Faith""]",[None],,,,[None],,
10134,10134,Oooh,4541,De La Soul & Redman,"['De La Soul & Redman', 'De La Soul ', ' Redman']",['Oooh'],[None],,,,[None],,
1862,1862,Blij Als Een Kind,887,De Makkers,['De Makkers'],['Blij Als Een Kind'],[None],,,,[None],,
8997,8997,Sjeng Nog 'ns Aon De Geng,3960,De Nachraove & Frans Theunisz,"['De Nachraove & Frans Theunisz', 'De Nachraove ', ' Frans Theunisz']","[""Sjeng Nog 'ns Aon De Geng""]",[None],,,,[None],,
1904,1904,Het Whiskylied,965,De Paniekzaaiers,['De Paniekzaaiers'],['Het Whiskylied'],[None],,,,[None],,
8920,8920,Knutsel Komt Zo,3923,De Smurfen,"['De Smurfen', 'De Smurf', '']",['Knutsel Komt Zo'],[None],,,,[None],,
1309,1309,Spaanse Vliegenier,551,De Specials,['De Specials'],['Spaanse Vliegenier'],[None],,,,[None],,
1606,1606,Ard Die Heeft De Wereld Cup - Heya Ard Schenk - Ra ta ta,551,De Specials,['De Specials'],"['Ard Die Heeft De Wereld Cup - Heya Ard Schenk - Ra ta ta', 'Ard Die Heeft De Wereld Cup ']",[None],,,,[None],,
11228,11229,Verre Kerst,5089,De Tokkies,['De Tokkies'],['Verre Kerst'],[None],,,,[None],,
2218,2218,Hoor Je Die Dzjienngg,788,De Twee Pinten,"['De Twee Pinten', 'De Twee Pint', '']",['Hoor Je Die Dzjienngg'],[None],,,,[None],,
3926,3926,Jodelodelodelodelohitie,788,De Twee Pinten,"['De Twee Pinten', 'De Twee Pint', '']",['Jodelodelodelodelohitie'],[None],,,,[None],,
1010,1010,"Hallo, Mijnheer Den Uil Je Onderbroek Is Vuil",495,De Uilen,"['De Uilen', 'De Uil', '']","['Hallo, Mijnheer Den Uil Je Onderbroek Is Vuil']",[None],,,,[None],,
1573,1573,"A Ha, Dat Is Marie",806,De Wama's,"[""De Wama's""]","['A Ha, Dat Is Marie']",[None],,,,[None],,
3850,3850,Ik Zal Geen Traan Meer Om Je Laten,1778,De Wiko's,"[""De Wiko's""]",['Ik Zal Geen Traan Meer Om Je Laten'],[None],,,,[None],,
4220,4220,Tranen Heb Ik Om Jou Gehuild,1778,De Wiko's,"[""De Wiko's""]",['Tranen Heb Ik Om Jou Gehuild'],[None],,,,[None],,
404,404,Jongens Van Achttien Jaar,227,De Zangeres Zonder Naam,['De Zangeres Zonder Naam'],['Jongens Van Achttien Jaar'],[None],,,,[None],,
8171,8171,Eenmaal In Je Leven,227,De Zangeres Zonder Naam,['De Zangeres Zonder Naam'],['Eenmaal In Je Leven'],[None],,,,[None],,
9853,9853,We Don't Live Too Long,4401,DeAnté,['DeAnté'],"[""We Don't Live Too Long""]",[None],,,,[None],,
3391,3391,Angelino,1007,Debbie,['Debbie'],['Angelino'],[None],,,,[None],,
5619,5619,Souvenirs Del Sol,1007,Debbie,['Debbie'],['Souvenirs Del Sol'],[None],,,,[None],,
3989,3989,Room With A View,1844,Deco,['Deco'],['Room With A View'],[None],,,,[None],,
3673,3673,Gloria,1690,Dee Jay,['Dee Jay'],['Gloria'],[None],,,,[None],,
7814,7814,Feel The Rhythm,3463,Def La Desh & The Fresh Witness,"['Def La Desh & The Fresh Witness', 'Def La Desh ', ' The Fresh Witness']",['Feel The Rhythm'],[None],,,,[None],,
10602,10603,Ik Ben Niet Te Stoppe,4437,Def Rhymz,['Def Rhymz'],['Ik Ben Niet Te Stoppe'],[None],,,,[None],,
3820,3820,What's The Deal,1123,Detroit Emeralds,['Detroit Emeralds'],"[""What's The Deal""]",[None],,,,[None],,
11398,11399,Webcamgirl,4626,Di-Rect,"['Di-Rect', 'Di', 'Rect']",['Webcamgirl'],[None],,,,[None],,
3489,3489,Sandy,1609,Dianne Marchal,['Dianne Marchal'],['Sandy'],[None],,,,[None],,
6767,6767,Samantha,1869,Diesel,['Diesel'],['Samantha'],[None],,,,[None],,
5506,5506,The Flyer,2475,Diethelm/Famulari,"['Diethelm', 'Famulari']",['The Flyer'],[None],,,,[None],,
4266,4266,Dit Is De Zender Van Illegale Joop,1639,Dingetje,['Dingetje'],['Dit Is De Zender Van Illegale Joop'],[None],,,,[None],,
7849,7849,Kaplaarzen (De Rubberen Laarzen),1639,Dingetje,['Dingetje'],"['Kaplaarzen (De Rubberen Laarzen)', 'Kaplaarzen ', 'De Rubberen Laarzen', 'Kaplaarzen De Rubberen Laarzen']",[None],,,,[None],,
8408,8408,Praat Geen Poep,1639,Dingetje,['Dingetje'],['Praat Geen Poep'],[None],,,,[None],,
9605,9605,Sambal Bij?,1639,Dingetje,['Dingetje'],['Sambal Bij?'],[None],,,,[None],,
8204,8204,Encores,1759,Dire Straits,['Dire Straits'],['Encores'],[None],,,,[None],,
3541,3541,Das Jodel-Ding (I like Gemütlichkeit),1635,Disco-Fritz & His Sauerkrauts,"['Disco-Fritz & His Sauerkrauts', 'Disco', 'Fritz & His Sauerkrauts', 'Disco-Fritz ', ' His Sauerkrauts']","['Das Jodel-Ding (I like Gemütlichkeit)', 'Das Jodel-Ding ', 'Das Jodel', 'I like Gemütlichkeit', 'Das Jodel-Ding I like Gemütlichkeit']",[None],,,,[None],,
4048,4048,IntroDisco,1872,Discothèque,['Discothèque'],['IntroDisco'],[None],,,,[None],,
9427,9427,Trouw Met Mij (Wil Je Ruzie Met Je Familie?),4140,Dj Madman,['Dj Madman'],"['Trouw Met Mij (Wil Je Ruzie Met Je Familie?)', 'Trouw Met Mij ', 'Wil Je Ruzie Met Je Familie?', 'Trouw Met Mij Wil Je Ruzie Met Je Familie?']",[None],,,,[None],,
4438,4438,The Dreammachine,1868,Dolly Dots,['Dolly Dots'],['The Dreammachine'],[None],,,,[None],,
205,205,Zo Maar Een Soldaat (The Universal Soldier) / Zo Maar Een Soldaat,128,Don Mercedes & Cowboy Gerard,"['Don Mercedes & Cowboy Gerard', 'Don Mercedes ', ' Cowboy Gerard']","['Zo Maar Een Soldaat (The Universal Soldier) ', ' Zo Maar Een Soldaat', 'Zo Maar Een Soldaat ', 'The Universal Soldier', 'Zo Maar Een Soldaat The Universal Soldier ']",[None],,,,[None],,
3709,3709,Charlie's Angels,1713,Donna Lynton,['Donna Lynton'],"[""Charlie's Angels""]",[None],,,,[None],,
6487,6487,I'm In It For Love,1018,Donny Osmond,['Donny Osmond'],"[""I'm In It For Love""]",[None],,,,[None],,
2813,2813,Salvation Stomp,80,Donovan,['Donovan'],['Salvation Stomp'],[None],,,,[None],,
2857,2857,Bump Me Baby,1336,Dooley Silverspoon,['Dooley Silverspoon'],['Bump Me Baby'],[None],,,,[None],,
870,870,"Hello, I Love You, Won't You Tell Me Your Name?",424,Doors,['Doors'],"[""Hello, I Love You, Won't You Tell Me Your Name?""]",[None],,,,[None],,
4868,4868,Jamaica,2054,Doris D & The Pins,"['Doris D & The Pins', 'Doris D ', ' The Pins']",['Jamaica'],[None],,,,[None],,
3267,3267,An Imoun Ploussios,1512,Doros Georgiadis,['Doros Georgiadis'],['An Imoun Ploussios'],[None],,,,[None],,
1565,1565,In De Hemel Is Geen Bier,799,Dorus,['Dorus'],['In De Hemel Is Geen Bier'],[None],,,,[None],,
4334,4334,World At War,2001,Dr. Pop,['Dr. Pop'],['World At War'],[None],,,,[None],,
1670,1670,United,861,Drafi,['Drafi'],['United'],[None],,,,[None],,
3963,3963,The Wild Places,1832,Duncan Browne,['Duncan Browne'],['The Wild Places'],[None],,,,[None],,
7665,7665,The Wild Places '91,1832,Duncan Browne,['Duncan Browne'],"[""The Wild Places '91""]",[None],,,,[None],,
815,815,Bloemen Voor De Vrouw Waar Ik Van Hou,397,Duo De Koning & Orkest o.l.v. Gaby Dirne,"['Duo De Koning & Orkest o.l.v. Gaby Dirne', 'Duo De Koning ', ' Orkest o.l.v. Gaby Dirne']",['Bloemen Voor De Vrouw Waar Ik Van Hou'],[None],,,,[None],,
1982,1982,Rode Rozen Op Witte Zijde,999,Duo Onbekend,"['Duo Onbekend', 'Duo Onbek', 'd']",['Rode Rozen Op Witte Zijde'],[None],,,,[None],,
1214,1214,In Gedachten Zie Ik 't Kerkje Weer,611,Duo X,['Duo X'],"[""In Gedachten Zie Ik 't Kerkje Weer""]",[None],,,,[None],,
1369,1369,Niemand Kan Ons Toch Scheiden,611,Duo X,['Duo X'],['Niemand Kan Ons Toch Scheiden'],[None],,,,[None],,
6819,6819,I Don't Want Your Love,3030,Duranduran,"['Duranduran', 'Dur', 'uran']","[""I Don't Want Your Love""]",[None],,,,[None],,
