artistnames,trackName,trackID,albumID,artistIDs,firstNotation,lastNotation,amountOfNotations
['nico & vinz'],Am I Wrong,2wqaekenSQZm7hxQOYt8oE,1uaIXmroQAjO7DB6zZPcpV,['0awl5piYwO0CDTHEkCjUhn'],2014,2014,32
['katy perry'],Birthday,0ktV2JoOsoTGURzKaZnjJL,4lFDt4sVpCni9DRHRmDjgG,['6jJ0s89eD6GaHleKKya26X'],2014,2014,5
['ed sheeran'],Sing,6K8qKeWo5MsFED7wCR6Kop,1xn54DMo2qIqBuMqHtUsFd,['6eUKZXaKkcviH0Ku9w2n3V'],2014,2014,18
['family of the year'],Hero,6GRDI9suQHikFP6euIXnpq,14SCnv027L0HidHq0URIDu,['7zsin6IgVsR1rqSRCNYDwq'],2014,2014,13
['bl„òf'],Spijt Heb Je Morgen Maar (Live op Concert at SEA 2015),6MoxuK98UJxXUnlZMkl3jP,5FOydodTG5fTF9GraES2gg,['0KQX2wRHV2VLjuscfJFNxB'],2014,2014,3
['kiesza'],Hideaway,1iXBApi39l5r6lJj9WEXXS,5LJxFU1n51T8l3QN47GkQF,['4zxvC7CRGvggq9EWXOpwAo'],2014,2014,19
"['ti„´sto', 'matthew koma']",Wasted,2CAK2t1reUgPK6OMgAMURB,7we1BNenehBwimeIkK0jL0,"['2o5jDhtHVPhrJdv3cEQ99Z', '1mU61l2mcjEFraXZLpvVMo']",2014,2014,20
['sigma'],Nobody To Love - Radio Edit,6YCWlRwwYsWbXOmKPmY3t3,521mX5bbgAbvxeFEtMe5A4,['01pKrlgPJhm5dB4lneYAqS'],2014,2014,22
['coldplay'],A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,2G4AUqfwxcV1UdQjm2ouYr,['4gzpq5DPGxSnKTe4SA8HAU'],2014,2014,27
"['michael jackson', 'justin timberlake', 'david morales', 'eric kupper', 'peter ""ski"" schwartz']",Love Never Felt so Good - DM-FK CLASSIC TRIBUTE MIX,1RHZ8N3GgdHve35MjjaKiB,3dfI9hHNfOeLKtYbk6HIXR,"['3fMbdgg4jU18AjLCKBhRSm', '31TPClRtHm23RisEBtV3X7', '6CwQfN34JdGHfo0A752Lts', '2ATkDceAaeLUkxPnJPHGkz', '2EFEAd545pMVRIwXWK3EaD']",2014,2014,14
"['ariana grande', 'iggy azalea']",Problem,6xCNYRfzZtoQRo1xruPmNq,5AMOKSM1ftb3opIbGT2d4q,"['66CXWjxzNUsdJxJ2JdwvnR', '5yG7ZAZafVaAlMTeBybKAL']",2014,2014,22
"['tove lo', 'hippie sabotage']",Stay High - Habits Remix,5JCi3pyggvk4B0yd0BK3ow,5Z5O36p7BivXzkucc0PAfw,"['4NHQUGzhtTLFvgF5SZesLK', '4dM6NDYSfLcspt8GLoT5aE']",2014,2014,23
['onerepublic'],Love Runs Out,3cOO5IQtOYs7huq4Z6lYfr,42UJjk8i8L0De7lQtu7sqi,['5Pwc4xIPtQLFEnJriah9YJ'],2014,2014,5
['gers pardoel'],Louise,0FA46L4TE2yTVaGs7W6BnK,3Ou1yCWBDJCoOAGhtZdAna,['5AvkVClT6JuPL4LFy7liYN'],2014,2014,10
['dotan'],Home,6lveWvGIUSw4ZRqBzTU9ia,6j7rolGd1DxrUDzo2XfC8z,['1cwOthlzLBwN8Imbq7P71H'],2014,2014,25
['pharrell williams'],Come Get It Bae,444P4wvSDa0SD5HE4YGx9B,2lkQd5T32QHDOfFkEIPJKz,['2RdwBSPQiwcmiDo9kixcl8'],2014,2014,4
['sam smith'],Stay With Me,2whoe0pPKh4JRn6eWSIqTV,1tA4JdOpNQUyutfQtmMesJ,['2wY79sveU1sp5g7SokKOiI'],2014,2014,33
"['dimitri vegas & like mike', 'martin garrix']",Tremor (Sensation 2014 Anthem) - Radio Edit,6GNIcpcbeWxSH1TJgmGDl7,65Qz6GlGuY2iXqm9d8j0XM,"['73jBynjsVtofjRpdpRAJGk', '60d24wfXkVzDSfLS6hyCjZ']",2014,2014,5
"['jason derulo', 'snoop dogg']",Wiggle (feat. Snoop Dogg),4B4zDmbHdkXZ1wUJv1yKFy,3wDeTllVvayYsWTHsFNWZQ,"['07YZf4WDAMNwqr4jfgOZ8y', '7hJcb9fa4alzcOq3EaNPoG']",2014,2014,18
['katy perry'],Legendary Lovers,4kkDQNeYyLe9MxFAncbkoa,4lFDt4sVpCni9DRHRmDjgG,['6jJ0s89eD6GaHleKKya26X'],2014,2014,3
"['chocolate puma', 'kris kiss']",Step Back - Radio Edit,7J8Lp9u4s4ujkVCrB9hSUM,1QZxTRgLXYXQryWXK7RldA,"['5Aw0IGM5JS3FuTgtRsDWGA', '3Hzok9apHnCGDDkGltQcMg']",2014,2014,4
['bingo players'],Knock You Out,7F3XiVyHhM6xKiKjHDnBN8,3lX7byffkq23unDbiahiRA,['1pbHrVayIcVpHI9z97u4bK'],2014,2014,2
['stromae'],Ta f√™te,4h95OrjKWYzVIai1EkvZbt,4WW3ME0M2dUoAK5hmbXsN7,['5j4HeCoUlzhfWtjAfM1acR'],2014,2014,7
['waterm„§t'],Bullit,33bcW1XeylGhLZQBlxxgbj,7vdaxIq6KJnyyYnubxT17d,['4a9sClW4YpYQE5jUMAWx5W'],2014,2014,6
"['clean bandit', 'sharna bass']",Extraordinary (feat. Sharna Bass),1NAa5SLZgH2tXhQLWeXUUL,0dNt3MfPrvj6mHmajSuahw,"['6MDME20pz9RveH9rEXvrOM', '42A3nZSj9sLXPKpB4YgzSs']",2014,2014,3
"['lilly wood and the prick', 'robin schulz']",Prayer In C - Robin Schulz Remix,3k9FFXVPn3ua8dlpkxlCvZ,6Ps0kbvAjuz75uK0uuZzWa,"['50OApTJurDusIo9dGTqSU4', '3t5xRXzsuZmMDkQzgOX35S']",2014,2014,26
"['cazzette', 'the high']",Sleepless - Radio Edit,6zWpqo98M9Ai6TK3qmm55o,03RGNAEAzMcff5wg8FzbE2,"['1IELhvOMg5VQlU7syRm6CS', '45v3Gcc9Je56Lx9YMx4bl1']",2014,2014,9
['maroon 5'],Maps,5rwdhliMmo0aAQ08vU0AOZ,4KXLjIEas8MTwwX3xpmAdC,['04gDigrS5kc9YWfZHwBETP'],2014,2014,13
['anders nilsen'],Salsa Tequila,4WRjqQ6sx5qIcddaIxNTfF,6mTZIDWtT5SImfL1bZ2iEN,['4tIdn5S7BCgSdvnqR36W1N'],2014,2014,15
"['deorro', 'chris brown']",Five More Hours - Deorro x Chris Brown,6YwLgicpvVuMt1eE2OldwQ,1j4y4oErsQ2dIiZXClg1Zc,"['6VD4UEUPvtsemqD3mmTqCR', '7bXgB6jMjp9ATFy66eO08Z']",2014,2014,3
['hozier'],Take Me To Church,0IqKeD8ZSP72KbGYyzEcAs,36k5aXpxffjVGcNce12GLZ,['2FXC3k01G6Gw61bmprjgqS'],2014,2014,28
['magic!'],Rude,6RtPijgfPKROxEzTHNRiDp,0RZ4Ct4vegYBmL9g88TBNi,['0DxeaLnv6SyYk2DOqkLO8c'],2014,2014,22
"['david guetta', 'sam martin']",Lovers on the Sun (feat. Sam Martin),5wQeCrJTJxGZnILnyCBHjI,7kGfNb6k7XILgPtIHTFrQL,"['1Cs0zKBU1kc0i8ypK3B9ai', '66AE89GQTx88zLYhXn1wFK']",2014,2014,18
['ed sheeran'],Hearts Don't Break Around Here,2dfHh7ECGxfNqZTQno09Vk,3T4tUhGYeRNVUGevb0wThu,['6eUKZXaKkcviH0Ku9w2n3V'],2014,2014,16
"['sander van doorn', 'martin garrix', 'dvbbs', 'aleesia']",Gold Skies - Radio Edit,1opkP7MsGYWprn3Z7j53At,6WAiRWtxdokJgZiFqh1V6R,"['22bukBZvUppuwQwmDz75Gz', '60d24wfXkVzDSfLS6hyCjZ', '5X4LWwbUFNzPkEas04uU82', '1KV1BqrUpebQPqVU2r89xc']",2014,2014,3
"['enrique iglesias', 'descemer bueno', 'gente de zona']",Bailando - Spanish Version,5M830cD7MNeiiwIGHzH9TV,3egRoultzC0Q1RtbDjFXLP,"['7qG3b048QCHVRO5Pv1T5lw', '5luyt0SUvGkDMY4ILP6Qhl', '2cy1zPcrFcXAJTP0APWewL']",2014,2014,17
['train'],Angel in Blue Jeans,2OpY5KKUvkYAkiY8FEG1Wi,00QRaEtUaplb5qxN62o9vd,['3FUY2gzHeIiaesXtOAdB7A'],2014,2014,11
['the script'],Superheroes,37sINbJZcFdHFAsVNsPq1i,6yd9yk8nFcHalXzy7mgaDx,['3AQRLZ9PuTAozP28Skbq8V'],2014,2014,23
['charli xcx'],Boom Clap,094RugjgLW6CdPLOJctBZ3,2fGpw56D35My0c82eNfKJF,['25uiPmTg16RbhZWAqwLBy5'],2014,2014,14
"['jessie j', 'ariana grande', 'nicki minaj', 'imanos', 'gramercy']",Bang Bang - Imanos & Gramercy Remix,43IggJnUZ301TNojcgo9Ge,4GltOy9edcdJvzReoAgzcn,"['2gsggkzM5R49q6jpPvazou', '66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh', '26fsavNxrXVdRK7wL3jZKb', '6sTJFsZUkAAeoyLOlXkSof']",2014,2014,20
['oliver heldens'],Koala - Radio Edit,2fAqjiOLvZCxvZC4S6lCoy,5wNYpZ7isoD1ZG6cUk6ZYi,['5nki7yRhxgM509M5ADlN1p'],2014,2014,8
['ella henderson'],Ghost,4XPWKmy05Rcff6TLHNoNF8,6FM2zi33hm46NY9mk5jIV8,['7nDsS0l5ZAzMedVRKPP8F1'],2014,2014,5
['becky g'],Shower,3DmW6y7wTEYHJZlLo1r6XJ,4JlzEvVJqpb62Xwc0EmOHr,['4obzFoKoKRHIphyHzJ35G3'],2014,2014,23
['jan smit'],Jij & Ik,0QnFcnE2OI43TuFEJ0QYT7,2ZR3wBuWMauBXwRbg6wgzG,['7iR5h6yGnTiswjsmj624Rq'],2014,2014,5
['gavin degraw'],She Sets The City On Fire,1LWEjUzrngRXdUBaf7GWYI,2btzN3yegUKdpsN9dcXwGZ,['5DYAABs8rkY9VhwtENoQCz'],2014,2014,5
['katy perry'],This Is How We Do,4DBkrkVzx7jxxIjxI6FYvz,4lFDt4sVpCni9DRHRmDjgG,['6jJ0s89eD6GaHleKKya26X'],2014,2014,11
['kensington'],All For Nothing,4vJZLQOW2kuM9OVbhAPAOw,0ppPSKR0zrvsTGuw4nrQgS,['5hHcAWKNV84BEbkRnbQ6A7'],2014,2014,4
['nielson'],Sexy Als Ik Dans,2zgYC13KDtqwVwNremDoWQ,3hvQDsTHwRw21QrEoIxmxz,['5m5Fh8zrb0uHM85qwkIkVT'],2014,2014,21
['taylor swift'],Shake It Off,5WfhXulggG0c6WoVeMPA8N,6w36pmMA5bxECalu5rxQAw,['06HL4z0CvFAxyc27GXpf02'],2014,2014,13
['meghan trainor'],All About That Bass,5jE48hhRu8E6zBDPRSkEq7,5W98Ab4VvQEuFEE4TIe5fE,['6JL8zeS1NmiOftqZTRgdTz'],2014,2014,22
['maroon 5'],Animals,16pwlVsypm4aDKMhXdOuXg,4KXLjIEas8MTwwX3xpmAdC,['04gDigrS5kc9YWfZHwBETP'],2014,2014,14
"['kyla la grange', 'kygo']",Cut Your Teeth - Kygo Remix,0ZlsSfE3WiS5sejDOuV7Um,5IN1KI8jJlqEpbw5oOi4qt,"['6KcmUwBzfwLaYxdfIboqcp', '23fqKkggKUBHNkbKtXEls4']",2014,2014,11
['anouk'],Places To Go,0HtFHWLBkDL6UjOsxth6rC,2y5YlqX6bS2XyHnJNidqlt,['6ltVunYjAAD70YtVO6rxvX'],2014,2014,10
['u2'],The Miracle (Of Joey Ramone),4sEKv3Ofgz8f1Z80WVenRR,6wQXpkptAIZPzNf5H0SA10,['51Blml2LZPmy7TTiAg47vQ'],2014,2014,2
['otto knows'],Parachute - Radio Edit,5eaH3RdmqBfaSQl3NSBywF,1kwSsEMGSrlcvYopqS2r3Z,['5fahUm8t5c0GIdeTq0ZaG8'],2014,2014,4
['alesso'],Heroes (we could be),0VYQK5I08homNvX8SRS37R,2RE7Fq5gQ7K78MDwVBkkZ4,['4AVFqumd2ogHFlRbKIjp1t'],2014,2014,20
['nicki minaj'],Anaconda,5eqiMMbaeUZ32Q7sS00H35,40XGTQ7FN6Y3dZXJhKBe96,['0hCNtLu0JehylgoiP8L4Gh'],2014,2014,5
['echosmith'],Cool Kids - Live From Spotify NYC,2p6PmhAtI3WkAOGDbnJp19,6LKflEUxLnl1whADVUb8cf,['1PbBg2aYjWLKRk84zJK15x'],2014,2014,23
['mr. probz'],Nothing Really Matters,7fWSIddv6LJG8ZXJFNVQyi,3melTGvrnMU9IGdi7EpuuU,['33W1pnW9zScZtYTnAoWnOT'],2014,2014,26
['jan smit'],Handen Omhoog (met Kraantje Pappie),5JNagKl3gwnJJ9pwjrN8zV,2ZR3wBuWMauBXwRbg6wgzG,['7iR5h6yGnTiswjsmj624Rq'],2014,2014,3
['dotan'],Fall,0u0rhb5dXH2NM23YSwpe7M,6j7rolGd1DxrUDzo2XfC8z,['1cwOthlzLBwN8Imbq7P71H'],2014,2014,7
['sam smith'],I'm Not The Only One,2hYlWnPvVZtQZGWfb35HPQ,1tA4JdOpNQUyutfQtmMesJ,['2wY79sveU1sp5g7SokKOiI'],2014,2014,23
['ed sheeran'],Thinking Out Loud,34gCuhDGsG4bRPIf9bb02f,1xn54DMo2qIqBuMqHtUsFd,['6eUKZXaKkcviH0Ku9w2n3V'],2014,2014,31
"['david guetta', 'sam martin']",Dangerous (feat. Sam Martin),7pqgMEKsDMOHUdFQ7n0N9K,77UW17CZFyCaRLHdHeofZu,"['1Cs0zKBU1kc0i8ypK3B9ai', '7JKLkN4nh8EvAxP9euyYPo']",2014,2014,23
['sheppard'],Geronimo,2Pavqy0vPxGilGe0IIetdP,2nqmAIxUXON1qlX754E2QE,['6VxCmtR7S3yz4vnzsJqhSV'],2014,2014,22
['one direction'],Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,4gCNyS7pidfK3rKWhB3JOY,['4AK6F7OLvEQ5QYCBNiQWHq'],2014,2014,8
['aronchupa'],I'm an Albatraoz,5MhsZlmKJG6X5kTHkdwC4B,1qHVYbxQ6IS8YRviorKDJI,['5vCOdeiQt9LyzdI87kt5Sh'],2014,2014,13
"['hardwell', 'chris jones']",Young Again,2houIHAaaLCAa0Cdm2TJCl,4ncScOihFvwLkZiu1Jt1mE,"['6BrvowZBreEkXzJQMpL174', '5TMjq15XO5GeJaK86wl65o']",2014,2014,6
['gwen stefani'],Baby Don't Lie,26aVIjuka4gVm6EHy0NJrj,457HFfFylj4ubSh6OgjR57,['4yiQZ8tQPux8cPriYMWUFP'],2014,2014,8
"['martin garrix', 'moti']",Virus (How About Now),5ZnzVZrSja6miEOxZIV8Q6,5kLRzKHClRO3TX5LeSzljZ,"['60d24wfXkVzDSfLS6hyCjZ', '1vo8zHmO1KzkuU9Xxh6J7W']",2014,2014,6
['marlon roudette'],When The Beat Drops Out,5aJhuze13LOoLthmiG8YIA,3qwSJHTzdeESSXjKnrBjGb,['2R1QrQqWuw3IjoP5dXRFjt'],2014,2014,2
['kensington'],War,3h1in20DlO5KaSP1vLED90,0ppPSKR0zrvsTGuw4nrQgS,['5hHcAWKNV84BEbkRnbQ6A7'],2014,2014,29
['eelke kleijn'],Mistakes I've Made - Radio Edit,25TTCd3DUGqAk4jjHbYVdh,7gKf2BkmfVqzUCcQVKNhs5,['1FY8kqUQKHwjibwLbp5cey'],2014,2014,4
['lenny kravitz'],The Chamber,2wBW9jGZRRMbQ416NDc7LW,03vJ0BcslLb4fKyBYN78Gy,['5gznATMVO85ZcLTkE9ULU7'],2014,2014,2
"['mark ronson', 'bruno mars']",Uptown Funk,32OlwWuMpZ6b0aN2RZOeMS,3vLaOYCNCzngDf8QdBg2V1,"['3hv9jJF3adDNsBSIQDqcjp', '0du5cEVh5yTK9QJze8zA0C']",2014,2014,28
['the script'],No Good in Goodbye,0Dv4DdNy1xnhNcCd9YVoiH,6yd9yk8nFcHalXzy7mgaDx,['3AQRLZ9PuTAozP28Skbq8V'],2014,2014,4
"['yellow claw', 'lny tnz']",Till It Hurts Ft. Ayden - LNY TNZ Remix,5rzKWUtELfq8ijj8xdzP8m,7vTs9dQcKjFbqtIVrTM7Zu,"['47z7ZrgFoBvVpCnElCE3Zh', '1x0ScxgiyFRQDKT4VwcLHa']",2014,2014,17
['imagine dragons'],I Bet My Life,519iK3BrSWhVLhmBlDIP4x,2XjPrtaAqvviEgSHCpzHmM,['53XhwfbYqKCa1cC15pYq2q'],2014,2014,11
['fox stevenson'],Sweets (Soda Pop) - Extended Mix,18KjjUL4i1T4N6t6wMAqQc,5d3ceev5nzqb3Rl1awoWD3,['2BQWHuvxG4kMYnfghdaCIy'],2014,2014,18
['racoon'],Brick By Brick,1et21CEjWh8BO5nrdV4CNQ,6buecvSq8FY2bRYSpBj4YE,['30mNTnmvPn3HwXA5dW1Iza'],2014,2014,12
['meghan trainor'],Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD,5W98Ab4VvQEuFEE4TIe5fE,['6JL8zeS1NmiOftqZTRgdTz'],2014,2014,18
['coldplay'],Ink,6c6W25YoDGjTq3qSPOga5t,2G4AUqfwxcV1UdQjm2ouYr,['4gzpq5DPGxSnKTe4SA8HAU'],2014,2014,5
['the avener & phoebe killdeer'],Fade Out Lines - The Avener Rework,3hrpFvnEa3Wh9mfdWooh0w,5Ns0Y9FCNCxH6oDXdSsYGM,['5a3LNFE90ApnB22P9GhGwq'],2014,2014,4
['ariana grande'],Santa Tell Me,1ADjWm8QNhgNV8yCNNgQ1T,2Y42QS2bGi5NokHzjticau,['66CXWjxzNUsdJxJ2JdwvnR'],2014,2014,1
['walk the moon'],Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,3mNoFlD1wsoXfkljfFzExT,['6DIS6PRrLS3wbnZsf7vYic'],2014,2014,12
['trijntje oosterhuis'],Walk Along,1oHucHJhXYj1iNi2Ai0Ugc,5RiyYz1gcAdvDHgHmvGteu,['7nJtdgCxkhZFvFMPTsHavb'],2014,2014,5
['galantis'],Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,4QcXq4vTVN7dFb7bZa9jG2,['4sTQVOfp9vEMCemLw50sbu'],2015,2015,23
['taylor swift'],Blank Space,580t2NTEMOuCHV1sN3uhyD,6w36pmMA5bxECalu5rxQAw,['06HL4z0CvFAxyc27GXpf02'],2015,2015,12
['james bay'],Hold Back The River,1KZyVnyptQcPzkx7ELCnZC,3GqsyMrJu3o8jLiGyBsBQW,['4EzkuveR9pLvDVFNx6foYD'],2015,2015,20
"['omi', 'felix jaehn']",Cheerleader - Felix Jaehn Remix Radio Edit,7vFoFDWqTX0mHzLfrF1Cfy,7cVXH4slEYzGjDh498OFyL,"['5MouCg6ta7zAxsfMEbc1uh', '4bL2B6hmLlMWnUEZnorEtG']",2015,2015,29
['vance joy'],Riptide,7yq4Qj7cqayVTp3FF9CWbm,6rIbiUMmZJfqJRnXhVxFvg,['10exVja0key0uqUkk6LJRT'],2015,2015,14
"['miss montreal', 'paskal jakobsen']",Ik Zoek Alleen Mezelf,4zCnKpAnIDLzIjhhVic9nB,1dZc6uAyEoKILC8ZrNTLC0,"['06eTdzI1FA6c2cPQAeVHY2', '22shUi37uDfZmZQ8H6YuWr']",2015,2015,8
['paolo nutini'],Iron Sky,2bcC9Xyi40wnI7Od5uch31,0DnxCSZdeApVBVfcWsm3IJ,['7x5rK9BClDQ8wmCkYAGsQp'],2015,2015,3
"['douwe bob', 'anouk']",Hold Me,3XEUBS8RkM7u8oNRAPFYxf,79uozlsRYSmJBngPauAcMd,"['6VSZeMeJlVPGoR2nfB6UxD', '6ltVunYjAAD70YtVO6rxvX']",2015,2015,11
['ellie goulding'],"Love Me Like You Do - From ""Fifty Shades Of Grey""",7y2YUIyCuVhBidENVT0068,2YLHkrwyRBsjBgSAySg0es,['0X2BH1fck6amBIoJhDVmmJ'],2015,2015,24
"['flo rida', 'lookas', 'sage the gemini']",GDFR (feat. Sage The Gemini & Lookas),26rdOwwjC2UnweK3xeS58u,5lkNnHVlnCCCV304t89wOH,"['0jnsk9HBra6NMjO2oANoPY', '27fy6rHPC58Eo2VUu0iJSG', '6d47Z08T4snK50HgTEHo5Z']",2015,2015,6
"['david guetta', 'emeli sand„©']",What I Did For Love (feat. Emeli Sand√©),1YRjRHdl0aEtzHEn1uGi8k,77UW17CZFyCaRLHdHeofZu,"['1Cs0zKBU1kc0i8ypK3B9ai', '7sfgqEdoeBTjd8lQsPT3Cy']",2015,2015,3
['gavin james'],The Book of Love - EP Version,4HcSK64Cy7JJ5gv1Txzhzo,0vQOkW8jvRYdf0wzonmLMK,['25tMQOrIU4LlUo6Sv8v5SE'],2015,2015,8
['years & years'],King,6pIZ0u32c2Lku8PmCWtnMy,0OPchq4bHgKDaJUBJFITgy,['5vBSrE1xujD2FXYRarbAXc'],2015,2015,29
['maroon 5'],Sugar,494OU6M7NOf4ICYb4zWCf5,4KXLjIEas8MTwwX3xpmAdC,['04gDigrS5kc9YWfZHwBETP'],2015,2015,17
['lost frequencies'],Are You With Me - Radio Edit,39QlSLkqq5shnpAXchT9sI,63zsZVaIMUW10wP6QanS42,['7f5Zgnp2spUuuzKplmRkt7'],2015,2015,31
['causes'],Teach Me How To Dance With You,3eqWhMow4fBmD22XuuNQTe,20lXEjOaY6Il72FTbsgOhM,['1l48rGyg7MMLBbmP8MyFj3'],2015,2015,10
['sam smith'],Like I Can,6paIgWDXSkvLHivbfWJBMY,1tA4JdOpNQUyutfQtmMesJ,['2wY79sveU1sp5g7SokKOiI'],2015,2015,18
['ariana grande'],One Last Time,2OlWBmSjf1aUPGLNf0UI5A,5AMOKSM1ftb3opIbGT2d4q,['66CXWjxzNUsdJxJ2JdwvnR'],2015,2015,17
['bakermat'],Teach Me - Radio Edit,2Zoype3LVqYjOtMGMH2qlb,4MXNGHEVVSRUHMTDi13fal,['3MyFDtqB80WZvbtCZRsekM'],2015,2015,4
"['martin solveig', 'gta']",Intoxicated - Arkadiian & Whiiite Remix 2015,445noathBWcy2mx6yllDci,5GAGLys14jhf7xO3H45lJj,"['1bj5GrcLom5gZFF5t949Xl', '7l3UtcnrlxH7wPrb1HXFI6']",2015,2015,23
"['seinabo sey', 'kygo']",Younger - Kygo Remix,7hrDA2n8BVGLyHra0rBiFd,7jzURx17ZW6Yo5153MrLdh,"['4X0v8sFoDZ6rIfkeOeVm2i', '23fqKkggKUBHNkbKtXEls4']",2015,2015,8
['taylor swift'],Style,4cAXvxzp3q7NIg0gFXjjvi,6w36pmMA5bxECalu5rxQAw,['06HL4z0CvFAxyc27GXpf02'],2015,2015,7
['dotan'],Hungry,5Va4EmNp4g8lniR5MiR4oT,6j7rolGd1DxrUDzo2XfC8z,['1cwOthlzLBwN8Imbq7P71H'],2015,2015,22
"['major lazer', 'dj snake', 'm„ò']",Lean On (feat. M√ò & DJ Snake) - Dillon Francis x Jauz Remix,03b6JWlFIcVZtrZGKUhBbv,7D9ansiXCH7n5zi5PUy7N5,"['738wLrAtLtCtFOLvQBXOXp', '540vIaP2JwjQb9dm3aArA4', '0bdfiayQAKewqEvaU6rXCv']",2015,2015,33
['lunchmoney lewis'],Bills,7rlCeTnjn0plPZkVAcctPZ,6ItEjseW8RWuVTDLd1vcnp,['2iUbk5KhZYZt4CRvWbwb7S'],2015,2015,15
['carly rae jepsen'],I Really Like You,6YhDHby2eVeENKJNa7C2z6,4LkxAH60g5KbV9cg0xt5Lw,['6sFIWsNpZYqfjUpaCgueju'],2015,2015,11
['christine and the queens'],Christine,1t7MoY90VyXQDhAGQqYbnJ,7dkefkuwuoZC4ye1xysgKh,['04vj3iPUiVh5melWr0w3xT'],2015,2015,6
['mumford & sons'],Believe,30o4hMJ6OC9uv954GT6OZU,6FRfKmRIKU2ofAnjJa6Lgp,['3gd8FJtBJtkRxdfbTu19U2'],2015,2015,4
['jason derulo'],Want to Want Me,7oGZAicScQt96OAW4AruYy,59eUYETmE1zi31ESb3SUkI,['07YZf4WDAMNwqr4jfgOZ8y'],2015,2015,26
['jack jefferson'],Stole the Show - MS Mix,70sUfgu6G8S82EBwOigqVG,6KhtlVTVmFICWW78gP8TMh,['0Zywteh8L1KxeH49Ratb9Q'],2015,2015,28
"['feder', 'lyse']",Goodbye (feat. Lyse) - Radio Edit,3PnOOmkxruDDAiMYZZTgO7,2UGPPuVJHDKLYd9Z2G7zS4,"['5KnoVkIUGmK0PiDKMjz2LM', '7K9peN1sknRNqPr9YEYedM']",2015,2015,7
['kenny b'],Parijs,1X5mydJvmC8nFhP2kW4q50,6vTPVCLUn8kMGswLC6gzNf,['2NX52zvQRp4AxVzhp2cMiP'],2015,2015,23
['martin garrix'],Forbidden Voices - Original Mix,2BF1X5nkYYSb0AUTRaGkDm,26oYqQO1MNxFLMfPttGRSS,['60d24wfXkVzDSfLS6hyCjZ'],2015,2015,5
"['natalie la rose', 'jeremih']",Somebody,0pn6qyOJYNwP9nhGg3L7dV,3GD5rN7BaRG8kg63Xse1To,"['2qdONMCoDngQk0eV4Avs1i', '3KV3p5EY4AvKxOlhGHORLg']",2015,2015,17
['jess glynne'],Hold My Hand,1i1rNVtxbE7rdFfpHuNq2j,6uZYkBePCdUP1LltEt9Qin,['4ScCswdRlyA23odg9thgIO'],2015,2015,18
"['jack „ú', 'skrillex', 'diplo', 'justin bieber']",Where Are √ú Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,6bfkwBrGYKJFk6Z4QVyjxd,"['1HxJeLhIuegM3KgvPn8sTa', '5he5w2lnU9x7JFhnwcekXX', '5fMUXHkw8R8eOP2RNVYEZX', '1uNFoZAHBGtllmzznpCI3s']",2015,2015,26
"['flo rida', 'verdine white', 'robin thicke']","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2S5LNtRVRPbXk01yRQ14sZ,5lkNnHVlnCCCV304t89wOH,"['0jnsk9HBra6NMjO2oANoPY', '4tMJliVd96wXoMVNdcOBHp', '0ZrpamOxcZybMHGg1AYtHP']",2015,2015,17
"[""lil' kleine"", 'ronnie flex']",Zeg Dat Niet,00b50UtOuCsj4VFoX6vIZx,2qLSdUaLpqlk2JoEo5gilL,"['3AlRiyjMywTVNzTcHbf9QT', '5eir5zFJpES4j7gsymbVyl']",2015,2015,3
['kensington'],Riddles,4KDXhUXiOneaIRazLk3IJ4,0ppPSKR0zrvsTGuw4nrQgS,['5hHcAWKNV84BEbkRnbQ6A7'],2015,2015,22
"['robin schulz', 'ilsey']",Headlights (feat. Ilsey),06Hdbxh6NCy6TIhjdXTchB,2ryym6yEc6r3ZuigHBDr1A,"['3t5xRXzsuZmMDkQzgOX35S', '2ZKzqJz3pPfWKVRgz9b39j']",2015,2015,9
"['listenbee', 'naz tokio']",Save Me,1Qg0JhbqPhYki1a5bv7NgH,1P13yMkVBAGy1iXoVwczYl,"['6YvP6AXefuZ3bROoEVjCiY', '2Ohz3BAbalahBYLuM836cd']",2015,2015,16
"['eva simons', 'konshens']",Policeman,5dv1k1EENIPfsmGoHOrMPc,4SbeKku0btvob1r1Q8yfs8,"['2d6W4cnC5XsVOaxtgaj9hA', '3nwYsifpwrKmCIpw4i0HDW']",2015,2015,20
['james bay'],Let It Go,3nnG7AM9QopHVPEuLX3Khk,3GqsyMrJu3o8jLiGyBsBQW,['4EzkuveR9pLvDVFNx6foYD'],2015,2015,22
['the common linnets'],We Don‚Äôt Make The Wind Blow,5YtKy2tfZnYSebdTD8SeHl,7APjyQfUqUWjlViBq2FPaj,['18h3nc5ixeV80KKGWDAaMG'],2015,2015,4
